-6.349667441099882126e-03,-9.081147611141204834e-03,-1.386356260627508163e-02,-9.739161469042301178e-03,-1.484408043324947357e-02,-1.095696724951267242e-02
-1.621372997760772705e-02,-1.915149949491024017e-02,-1.148236356675624847e-02,-1.820880547165870667e-02,-8.465281687676906586e-03,-1.454032305628061295e-02
-5.332081578671932220e-03,-2.497466979548335075e-03,-1.885373349068686366e-04,-3.400236833840608597e-03,3.667370649054646492e-03,-8.063390851020812988e-04
-2.439510263502597809e-02,-2.431561425328254700e-02,-3.684012452140450478e-03,-2.132875099778175354e-02,1.444937777705490589e-03,-4.962798673659563065e-03
-3.815001621842384338e-02,-4.640844091773033142e-02,-2.987325005233287811e-02,-4.376200214028358459e-02,-2.494229376316070557e-02,-3.516450896859169006e-02
-8.109485730528831482e-03,-1.190276816487312317e-02,-8.862173184752464294e-03,-1.083264313638210297e-02,-9.211029857397079468e-03,-1.184968836605548859e-02
-6.046936032362282276e-04,-2.409793669357895851e-03,-8.170993998646736145e-03,-4.625752568244934082e-03,-1.009437628090381622e-02,-7.896360009908676147e-03
-5.739644169807434082e-03,-2.691482892259955406e-03,-6.425541825592517853e-03,-1.439730054698884487e-03,-3.697191597893834114e-03,2.126400358974933624e-03
-1.676306128501892090e-02,-1.855022646486759186e-02,-1.221915986388921738e-02,-1.830006018280982971e-02,-7.262635976076126099e-03,-9.930964559316635132e-03
8.622398599982261658e-03,7.959887385368347168e-03,-6.478270981460809708e-03,5.485063418745994568e-03,-1.133538689464330673e-02,-4.637594334781169891e-03
2.511375350877642632e-03,2.520840847864747047e-03,-3.076012711971998215e-03,2.001318149268627167e-03,-5.469964817166328430e-03,-3.402883885428309441e-04
6.099949125200510025e-03,7.366792764514684677e-03,9.514847770333290100e-03,8.287948556244373322e-03,7.592001929879188538e-03,8.385845459997653961e-03
2.315734047442674637e-03,2.654990821611136198e-04,-6.543276831507682800e-03,-9.346174192614853382e-05,-8.817447349429130554e-03,-4.471157211810350418e-03
1.280739158391952515e-02,1.021926384419202805e-02,4.553046543151140213e-03,7.348336279392242432e-03,-1.008209888823330402e-03,-3.139608539640903473e-03
-6.641488987952470779e-03,-8.213814347982406616e-03,-9.674685075879096985e-03,-7.559421937912702560e-03,-9.537816047668457031e-03,-5.692059639841318130e-03
-1.458740327507257462e-02,-1.673915423452854156e-02,-9.388119913637638092e-03,-1.534158457070589066e-02,-8.042455650866031647e-03,-6.737533025443553925e-03
