5.714219212532043457e-01,6.063402891159057617e-01,-2.460484355688095093e-01,6.073207259178161621e-01,-2.966389060020446777e-01,-1.925543546676635742e-01
1.232552081346511841e-01,2.196723818778991699e-01,2.123845517635345459e-01,1.700688600540161133e-01,2.123152017593383789e-01,-7.422569394111633301e-02
4.641791060566902161e-02,1.264764815568923950e-01,2.049829065799713135e-01,1.784759163856506348e-01,2.418921887874603271e-01,2.964197397232055664e-01
3.920108377933502197e-01,4.867999553680419922e-01,2.499742954969406128e-01,4.646556973457336426e-01,2.553267180919647217e-01,3.153014779090881348e-01
-5.806376338005065918e-01,-8.439917564392089844e-01,-1.657894700765609741e-01,-4.023486375808715820e-01,1.926400512456893921e-01,-1.641786396503448486e-01
-7.003657817840576172e-01,-6.739060282707214355e-01,4.563859105110168457e-02,-5.488374233245849609e-01,3.199234008789062500e-01,-5.665256828069686890e-02
8.678417205810546875e-01,9.032618403434753418e-01,-1.540369540452957153e-01,9.499129056930541992e-01,-3.530911803245544434e-01,4.071805179119110107e-01
1.722037047147750854e-01,1.089078858494758606e-01,2.463808059692382812e-01,4.371958076953887939e-01,4.064040780067443848e-01,5.413736104965209961e-01
-2.272534370422363281e-01,-3.312878608703613281e-01,-3.782280534505844116e-02,-8.831882476806640625e-02,1.731988489627838135e-01,1.237226501107215881e-01
2.063199877738952637e-01,2.850427627563476562e-01,3.891681432723999023e-01,3.794184625148773193e-01,4.605319499969482422e-01,4.950953722000122070e-01
-2.966501712799072266e-01,-1.949461400508880615e-01,2.901486456394195557e-01,-9.476539492607116699e-02,4.836970567703247070e-01,2.614256739616394043e-01
-3.176093697547912598e-01,-3.541981577873229980e-01,-8.635471761226654053e-02,-2.862756550312042236e-01,3.470457345247268677e-02,-1.185437142848968506e-01
1.231244683265686035e+00,1.141412973403930664e+00,-5.981709957122802734e-01,1.251358389854431152e+00,-9.263640046119689941e-01,2.073566168546676636e-01
9.664760828018188477e-01,5.679616332054138184e-01,-1.741874217987060547e+00,8.289410471916198730e-01,-1.942605018615722656e+00,-8.691471219062805176e-01
-2.748085856437683105e-01,-1.914609968662261963e-01,1.746258586645126343e-01,-1.859700083732604980e-01,2.712565958499908447e-01,-6.664171814918518066e-02
1.020794361829757690e-01,1.400421559810638428e-01,2.691187262535095215e-01,2.592962980270385742e-01,3.335630297660827637e-01,4.219158291816711426e-01
4.014137685298919678e-01,4.638804197311401367e-01,1.859534382820129395e-01,5.346698760986328125e-01,2.033958435058593750e-01,5.548354983329772949e-01
9.378283023834228516e-01,8.876522779464721680e-01,-4.791319668292999268e-01,9.496963620185852051e-01,-7.456645965576171875e-01,1.469897627830505371e-01
1.012197017669677734e+00,9.507614970207214355e-01,-1.401424407958984375e-01,9.431712627410888672e-01,-3.848619163036346436e-01,-3.778413236141204834e-01
-3.433526754379272461e-01,-3.459312021732330322e-01,5.439453572034835815e-02,-2.209174335002899170e-01,2.187890112400054932e-01,3.809087350964546204e-02
-1.366302222013473511e-01,-1.058690994977951050e-02,8.231872320175170898e-02,3.768276423215866089e-02,2.384609580039978027e-01,1.174148768186569214e-01
-1.828589588403701782e-01,7.623934000730514526e-02,7.562929987907409668e-01,-1.158018857240676880e-01,9.130238294601440430e-01,1.498155295848846436e-01
-1.624070167541503906e+00,-1.489589333534240723e+00,-5.229927599430084229e-03,-1.272299170494079590e+00,6.153252720832824707e-01,-3.995801210403442383e-01
-6.982961297035217285e-01,-7.269523739814758301e-01,-5.054740607738494873e-02,-6.367822885513305664e-01,1.821883022785186768e-01,-3.162732124328613281e-01
-1.824088692665100098e-01,4.485542699694633484e-02,8.815026283264160156e-01,-1.814388781785964966e-01,1.079529762268066406e+00,-4.055259823799133301e-01
9.980271458625793457e-01,9.727792739868164062e-01,-3.666763603687286377e-01,1.046990871429443359e+00,-5.548646450042724609e-01,3.704923689365386963e-01
